,year,season,Trip,set,hooks,species,Numb,program,EorW,CPUE(per 1k hooks)
931,2009.0,1.0,34.0666024726087,156.0,1186.0,0.0,0.0,1.0,1.0,0.0
932,2009.0,1.0,34.0666024726087,157.0,1186.0,0.0,0.0,1.0,1.0,0.0
933,2009.0,1.0,34.0666024726087,158.0,1186.0,0.0,0.0,1.0,1.0,0.0
934,2009.0,1.0,34.0666024726087,159.0,1186.0,0.0,0.0,1.0,1.0,0.0
935,2009.0,1.0,34.0666024726087,160.0,1186.0,0.0,0.0,1.0,1.0,0.0
936,2009.0,1.0,34.0666024726087,161.0,1186.0,0.0,0.0,1.0,1.0,0.0
937,2009.0,1.0,34.0666024726087,162.0,1186.0,0.0,0.0,1.0,1.0,0.0
938,2009.0,1.0,34.0666024726087,163.0,1186.0,0.0,0.0,1.0,1.0,0.0
939,2009.0,1.0,34.0666024726087,164.0,1186.0,0.0,0.0,1.0,1.0,0.0
940,2009.0,1.0,34.0666024726087,165.0,1186.0,0.0,0.0,1.0,1.0,0.0
941,2009.0,1.0,34.0666024726087,166.0,1186.0,0.0,0.0,1.0,1.0,0.0
942,2009.0,1.0,34.0666024726087,167.0,1186.0,0.0,0.0,1.0,1.0,0.0
943,2009.0,1.0,34.0666024726087,168.0,1186.0,0.0,0.0,1.0,1.0,0.0
944,2009.0,1.0,34.0666024726087,169.0,1186.0,0.0,0.0,1.0,1.0,0.0
945,2009.0,1.0,34.0666024726087,170.0,1186.0,0.0,0.0,1.0,1.0,0.0
946,2009.0,1.0,34.0666024726087,171.0,1186.0,0.0,0.0,1.0,1.0,0.0
947,2009.0,1.0,34.0666024726087,172.0,1186.0,0.0,0.0,1.0,1.0,0.0
948,2009.0,1.0,34.0666024726087,173.0,1186.0,0.0,0.0,1.0,1.0,0.0
949,2009.0,1.0,34.0666024726087,174.0,1186.0,0.0,0.0,1.0,1.0,0.0
950,2009.0,1.0,34.0666024726087,175.0,1186.0,0.0,0.0,1.0,1.0,0.0
951,2009.0,1.0,34.0666024726087,176.0,1186.0,0.0,0.0,1.0,1.0,0.0
952,2009.0,1.0,34.0666024726087,177.0,1186.0,0.0,0.0,1.0,1.0,0.0
953,2009.0,1.0,34.0666024726087,178.0,1186.0,0.0,0.0,1.0,1.0,0.0
954,2009.0,1.0,34.0666024726087,179.0,1186.0,0.0,0.0,1.0,1.0,0.0
955,2009.0,1.0,34.0666024726087,180.0,1186.0,0.0,0.0,1.0,1.0,0.0
956,2009.0,1.0,34.0666024726087,181.0,1186.0,0.0,0.0,1.0,1.0,0.0
957,2009.0,1.0,34.0666024726087,182.0,1186.0,0.0,0.0,1.0,1.0,0.0
958,2009.0,1.0,34.0666024726087,183.0,1186.0,0.0,0.0,1.0,1.0,0.0
959,2009.0,1.0,34.0666024726087,184.0,1186.0,0.0,0.0,1.0,1.0,0.0
960,2009.0,1.0,34.0666024726087,185.0,1186.0,0.0,0.0,1.0,1.0,0.0
961,2009.0,1.0,34.0666024726087,186.0,1186.0,0.0,0.0,1.0,1.0,0.0
962,2009.0,1.0,34.0666024726087,187.0,1186.0,0.0,0.0,1.0,1.0,0.0
963,2009.0,1.0,34.0666024726087,188.0,1186.0,0.0,0.0,1.0,1.0,0.0
964,2009.0,1.0,34.0666024726087,189.0,1186.0,0.0,0.0,1.0,1.0,0.0
965,2009.0,1.0,34.0666024726087,190.0,1186.0,0.0,0.0,1.0,1.0,0.0
966,2009.0,1.0,34.0666024726087,191.0,1186.0,0.0,0.0,1.0,1.0,0.0
967,2009.0,1.0,34.0666024726087,192.0,1186.0,0.0,0.0,1.0,1.0,0.0
968,2009.0,1.0,34.0666024726087,193.0,1186.0,0.0,0.0,1.0,1.0,0.0
969,2009.0,1.0,34.0666024726087,194.0,1186.0,0.0,0.0,1.0,1.0,0.0
970,2009.0,1.0,34.0666024726087,195.0,1186.0,0.0,0.0,1.0,1.0,0.0
971,2009.0,1.0,34.0666024726087,196.0,1186.0,0.0,0.0,1.0,1.0,0.0
972,2009.0,1.0,34.0666024726087,197.0,1186.0,0.0,0.0,1.0,1.0,0.0
973,2009.0,1.0,34.0666024726087,198.0,1186.0,0.0,0.0,1.0,1.0,0.0
974,2009.0,1.0,34.0666024726087,199.0,1186.0,0.0,0.0,1.0,1.0,0.0
975,2009.0,1.0,34.0666024726087,200.0,1186.0,0.0,0.0,1.0,1.0,0.0
976,2009.0,1.0,34.0666024726087,201.0,1186.0,0.0,0.0,1.0,1.0,0.0
977,2009.0,1.0,34.0666024726087,202.0,1186.0,0.0,0.0,1.0,1.0,0.0
978,2009.0,1.0,34.0666024726087,203.0,1186.0,0.0,0.0,1.0,1.0,0.0
979,2009.0,1.0,34.0666024726087,204.0,1186.0,0.0,0.0,1.0,1.0,0.0
980,2009.0,1.0,34.0666024726087,205.0,1186.0,0.0,0.0,1.0,1.0,0.0
981,2009.0,1.0,34.0666024726087,206.0,1186.0,0.0,0.0,1.0,1.0,0.0
982,2009.0,1.0,34.0666024726087,207.0,1186.0,0.0,0.0,1.0,1.0,0.0
983,2009.0,1.0,34.0666024726087,208.0,1186.0,0.0,0.0,1.0,1.0,0.0
984,2009.0,1.0,34.0666024726087,209.0,1186.0,0.0,0.0,1.0,1.0,0.0
985,2009.0,1.0,34.0666024726087,210.0,1186.0,0.0,0.0,1.0,1.0,0.0
986,2009.0,1.0,34.0666024726087,211.0,1186.0,0.0,0.0,1.0,1.0,0.0
987,2009.0,1.0,34.0666024726087,212.0,1186.0,0.0,0.0,1.0,1.0,0.0
988,2009.0,1.0,34.0666024726087,213.0,1186.0,0.0,0.0,1.0,1.0,0.0
989,2009.0,1.0,34.0666024726087,214.0,1186.0,0.0,0.0,1.0,1.0,0.0
990,2009.0,1.0,34.0666024726087,215.0,1186.0,0.0,0.0,1.0,1.0,0.0
991,2009.0,1.0,34.0666024726087,216.0,1186.0,0.0,0.0,1.0,1.0,0.0
992,2009.0,1.0,34.0666024726087,217.0,1186.0,0.0,0.0,1.0,1.0,0.0
993,2009.0,1.0,34.0666024726087,218.0,1186.0,0.0,0.0,1.0,1.0,0.0
994,2009.0,1.0,34.0666024726087,219.0,1186.0,0.0,0.0,1.0,1.0,0.0
995,2009.0,1.0,34.0666024726087,220.0,1186.0,0.0,0.0,1.0,1.0,0.0
996,2009.0,1.0,34.0666024726087,221.0,1186.0,0.0,0.0,1.0,1.0,0.0
997,2009.0,1.0,34.0666024726087,222.0,1186.0,0.0,0.0,1.0,1.0,0.0
998,2009.0,1.0,34.0666024726087,223.0,1186.0,0.0,0.0,1.0,1.0,0.0
999,2009.0,1.0,34.0666024726087,224.0,1186.0,0.0,0.0,1.0,1.0,0.0
1000,2009.0,1.0,34.0666024726087,225.0,1186.0,0.0,0.0,1.0,1.0,0.0
1001,2009.0,1.0,34.0666024726087,226.0,1186.0,0.0,0.0,1.0,1.0,0.0
1002,2009.0,1.0,34.0666024726087,227.0,1186.0,0.0,0.0,1.0,1.0,0.0
1003,2009.0,1.0,34.0666024726087,228.0,1186.0,0.0,0.0,1.0,1.0,0.0
1004,2009.0,1.0,34.0666024726087,229.0,1186.0,0.0,0.0,1.0,1.0,0.0
1005,2009.0,1.0,34.0666024726087,230.0,1186.0,0.0,0.0,1.0,1.0,0.0
1006,2009.0,1.0,34.0666024726087,231.0,1186.0,0.0,0.0,1.0,1.0,0.0
1007,2009.0,1.0,34.0666024726087,232.0,1186.0,0.0,0.0,1.0,1.0,0.0
1008,2009.0,1.0,34.0666024726087,233.0,1186.0,0.0,0.0,1.0,1.0,0.0
1009,2009.0,1.0,34.0666024726087,234.0,1186.0,0.0,0.0,1.0,1.0,0.0
1010,2009.0,1.0,34.0666024726087,235.0,1186.0,0.0,0.0,1.0,1.0,0.0
1011,2009.0,1.0,34.0666024726087,236.0,1186.0,0.0,0.0,1.0,1.0,0.0
1012,2009.0,1.0,34.0666024726087,237.0,1186.0,0.0,0.0,1.0,1.0,0.0
1013,2009.0,1.0,34.0666024726087,238.0,1186.0,0.0,0.0,1.0,1.0,0.0
1014,2009.0,1.0,34.0666024726087,239.0,1186.0,0.0,0.0,1.0,1.0,0.0
1015,2009.0,1.0,34.0666024726087,240.0,1186.0,0.0,0.0,1.0,1.0,0.0
1016,2009.0,1.0,34.0666024726087,241.0,1186.0,0.0,0.0,1.0,1.0,0.0
1017,2009.0,1.0,34.0666024726087,242.0,1186.0,0.0,0.0,1.0,1.0,0.0
1018,2009.0,1.0,34.0666024726087,243.0,1186.0,0.0,0.0,1.0,1.0,0.0
1019,2009.0,1.0,34.0666024726087,244.0,1186.0,0.0,0.0,1.0,1.0,0.0
1020,2009.0,1.0,34.0666024726087,245.0,1186.0,0.0,0.0,1.0,1.0,0.0
1021,2009.0,1.0,34.0666024726087,246.0,1186.0,0.0,0.0,1.0,1.0,0.0
1022,2009.0,1.0,34.0666024726087,247.0,1186.0,0.0,0.0,1.0,1.0,0.0
1023,2009.0,1.0,34.0666024726087,248.0,1186.0,0.0,0.0,1.0,1.0,0.0
1024,2009.0,1.0,34.0666024726087,249.0,1186.0,0.0,0.0,1.0,1.0,0.0
1025,2009.0,1.0,34.0666024726087,250.0,1186.0,0.0,0.0,1.0,1.0,0.0
1026,2009.0,1.0,34.0666024726087,251.0,1186.0,0.0,0.0,1.0,1.0,0.0
1027,2009.0,1.0,34.0666024726087,252.0,1186.0,0.0,0.0,1.0,1.0,0.0
1028,2009.0,1.0,34.0666024726087,253.0,1186.0,0.0,0.0,1.0,1.0,0.0
1029,2009.0,1.0,34.0666024726087,254.0,1186.0,0.0,0.0,1.0,1.0,0.0
1030,2009.0,1.0,34.0666024726087,255.0,1186.0,0.0,0.0,1.0,1.0,0.0
1031,2009.0,1.0,34.0666024726087,256.0,1186.0,0.0,0.0,1.0,1.0,0.0
1032,2009.0,1.0,34.0666024726087,257.0,1186.0,0.0,0.0,1.0,1.0,0.0
1033,2009.0,1.0,34.0666024726087,258.0,1186.0,0.0,0.0,1.0,1.0,0.0
1034,2009.0,1.0,34.0666024726087,259.0,1186.0,0.0,0.0,1.0,1.0,0.0
1035,2009.0,1.0,34.0666024726087,260.0,1186.0,0.0,0.0,1.0,1.0,0.0
1036,2009.0,1.0,34.0666024726087,261.0,1186.0,0.0,0.0,1.0,1.0,0.0
1037,2009.0,1.0,34.0666024726087,262.0,1186.0,0.0,0.0,1.0,1.0,0.0
1038,2009.0,1.0,34.0666024726087,263.0,1186.0,0.0,0.0,1.0,1.0,0.0
1039,2009.0,1.0,34.0666024726087,264.0,1186.0,0.0,0.0,1.0,1.0,0.0
1040,2009.0,1.0,34.0666024726087,265.0,1186.0,0.0,0.0,1.0,1.0,0.0
1041,2009.0,1.0,34.0666024726087,266.0,1186.0,0.0,0.0,1.0,1.0,0.0
1042,2009.0,1.0,34.0666024726087,267.0,1186.0,0.0,0.0,1.0,1.0,0.0
1043,2009.0,1.0,34.0666024726087,268.0,1186.0,0.0,0.0,1.0,1.0,0.0
1044,2009.0,1.0,34.0666024726087,269.0,1186.0,0.0,0.0,1.0,1.0,0.0
1045,2009.0,1.0,34.0666024726087,270.0,1186.0,0.0,0.0,1.0,1.0,0.0
1046,2009.0,1.0,34.0666024726087,271.0,1186.0,0.0,0.0,1.0,1.0,0.0
1047,2009.0,1.0,34.0666024726087,272.0,1186.0,0.0,0.0,1.0,1.0,0.0
1048,2009.0,1.0,34.0666024726087,273.0,1186.0,0.0,0.0,1.0,1.0,0.0
1049,2009.0,1.0,34.0666024726087,274.0,1186.0,0.0,0.0,1.0,1.0,0.0
1050,2009.0,1.0,34.0666024726087,275.0,1186.0,0.0,0.0,1.0,1.0,0.0
1051,2009.0,1.0,34.0666024726087,276.0,1186.0,0.0,0.0,1.0,1.0,0.0
1052,2009.0,1.0,34.0666024726087,277.0,1186.0,0.0,0.0,1.0,1.0,0.0
1053,2009.0,1.0,34.0666024726087,278.0,1186.0,0.0,0.0,1.0,1.0,0.0
1054,2009.0,1.0,34.0666024726087,279.0,1186.0,0.0,0.0,1.0,1.0,0.0
1055,2009.0,1.0,34.0666024726087,280.0,1186.0,0.0,0.0,1.0,1.0,0.0
1056,2009.0,1.0,34.0666024726087,281.0,1186.0,0.0,0.0,1.0,1.0,0.0
1057,2009.0,1.0,34.0666024726087,282.0,1186.0,0.0,0.0,1.0,1.0,0.0
1058,2009.0,1.0,34.0666024726087,283.0,1186.0,0.0,0.0,1.0,1.0,0.0
1059,2009.0,1.0,34.0666024726087,284.0,1186.0,0.0,0.0,1.0,1.0,0.0
1060,2009.0,1.0,34.0666024726087,285.0,1186.0,0.0,0.0,1.0,1.0,0.0
1061,2009.0,1.0,34.0666024726087,286.0,1186.0,0.0,0.0,1.0,1.0,0.0
1062,2009.0,1.0,34.0666024726087,287.0,1186.0,0.0,0.0,1.0,1.0,0.0
1063,2009.0,1.0,34.0666024726087,288.0,1186.0,0.0,0.0,1.0,1.0,0.0
1064,2009.0,1.0,34.0666024726087,289.0,1186.0,0.0,0.0,1.0,1.0,0.0
1065,2009.0,1.0,34.0666024726087,290.0,1186.0,0.0,0.0,1.0,1.0,0.0
1066,2009.0,1.0,34.0666024726087,291.0,1186.0,0.0,0.0,1.0,1.0,0.0
1067,2009.0,1.0,34.0666024726087,292.0,1186.0,0.0,0.0,1.0,1.0,0.0
1068,2009.0,1.0,34.0666024726087,293.0,1186.0,0.0,0.0,1.0,1.0,0.0
1069,2009.0,1.0,34.0666024726087,294.0,1186.0,0.0,0.0,1.0,1.0,0.0
1070,2009.0,1.0,34.0666024726087,295.0,1186.0,0.0,0.0,1.0,1.0,0.0
1071,2009.0,1.0,34.0666024726087,296.0,1186.0,0.0,0.0,1.0,1.0,0.0
1072,2009.0,1.0,34.0666024726087,297.0,1186.0,0.0,0.0,1.0,1.0,0.0
1073,2009.0,1.0,34.0666024726087,298.0,1186.0,0.0,0.0,1.0,1.0,0.0
1074,2009.0,1.0,34.0666024726087,299.0,1186.0,0.0,0.0,1.0,1.0,0.0
1075,2009.0,1.0,34.0666024726087,300.0,1186.0,0.0,0.0,1.0,1.0,0.0
1076,2009.0,1.0,34.0666024726087,301.0,1186.0,0.0,0.0,1.0,1.0,0.0
1077,2009.0,1.0,34.0666024726087,302.0,1186.0,0.0,0.0,1.0,1.0,0.0
1078,2009.0,1.0,34.0666024726087,303.0,1186.0,0.0,0.0,1.0,1.0,0.0
1079,2009.0,1.0,34.0666024726087,304.0,1186.0,0.0,0.0,1.0,1.0,0.0
1080,2009.0,1.0,34.0666024726087,305.0,1186.0,0.0,0.0,1.0,1.0,0.0
1081,2009.0,1.0,34.0666024726087,306.0,1186.0,0.0,0.0,1.0,1.0,0.0
1082,2009.0,1.0,34.0666024726087,307.0,1186.0,0.0,0.0,1.0,1.0,0.0
1083,2009.0,1.0,34.0666024726087,308.0,1186.0,0.0,0.0,1.0,1.0,0.0
1084,2009.0,1.0,34.0666024726087,309.0,1186.0,0.0,0.0,1.0,1.0,0.0
1085,2009.0,1.0,34.0666024726087,310.0,1186.0,0.0,0.0,1.0,1.0,0.0
1086,2009.0,1.0,34.0666024726087,311.0,1186.0,0.0,0.0,1.0,1.0,0.0
1087,2009.0,1.0,34.0666024726087,312.0,1186.0,0.0,0.0,1.0,1.0,0.0
1088,2009.0,1.0,34.0666024726087,313.0,1186.0,0.0,0.0,1.0,1.0,0.0
1089,2009.0,1.0,34.0666024726087,314.0,1186.0,0.0,0.0,1.0,1.0,0.0
1090,2009.0,1.0,34.0666024726087,315.0,1186.0,0.0,0.0,1.0,1.0,0.0
1091,2009.0,1.0,34.0666024726087,316.0,1186.0,0.0,0.0,1.0,1.0,0.0
1092,2009.0,1.0,34.0666024726087,317.0,1186.0,0.0,0.0,1.0,1.0,0.0
1093,2009.0,1.0,34.0666024726087,318.0,1186.0,0.0,0.0,1.0,1.0,0.0
1094,2009.0,1.0,34.0666024726087,319.0,1186.0,0.0,0.0,1.0,1.0,0.0
1095,2009.0,1.0,34.0666024726087,320.0,1186.0,0.0,0.0,1.0,1.0,0.0
1096,2009.0,1.0,34.0666024726087,321.0,1186.0,0.0,0.0,1.0,1.0,0.0
1097,2009.0,1.0,34.0666024726087,322.0,1186.0,0.0,0.0,1.0,1.0,0.0
1098,2009.0,1.0,34.0666024726087,323.0,1186.0,0.0,0.0,1.0,1.0,0.0
1099,2009.0,1.0,34.0666024726087,324.0,1186.0,0.0,0.0,1.0,1.0,0.0
1100,2009.0,1.0,34.0666024726087,325.0,1186.0,0.0,0.0,1.0,1.0,0.0
1101,2009.0,1.0,34.0666024726087,326.0,1186.0,0.0,0.0,1.0,1.0,0.0
1102,2009.0,1.0,34.0666024726087,327.0,1186.0,0.0,0.0,1.0,1.0,0.0
1103,2009.0,1.0,34.0666024726087,328.0,1186.0,0.0,0.0,1.0,1.0,0.0
1104,2009.0,1.0,34.0666024726087,329.0,1186.0,0.0,0.0,1.0,1.0,0.0
1105,2009.0,1.0,34.0666024726087,330.0,1186.0,0.0,0.0,1.0,1.0,0.0
1106,2009.0,1.0,34.0666024726087,331.0,1186.0,0.0,0.0,1.0,1.0,0.0
1107,2009.0,1.0,34.0666024726087,332.0,1186.0,0.0,0.0,1.0,1.0,0.0
1108,2009.0,1.0,34.0666024726087,333.0,1186.0,0.0,0.0,1.0,1.0,0.0
1109,2009.0,1.0,34.0666024726087,334.0,1186.0,0.0,0.0,1.0,1.0,0.0
1110,2009.0,1.0,34.0666024726087,335.0,1186.0,0.0,0.0,1.0,1.0,0.0
1111,2009.0,1.0,34.0666024726087,336.0,1186.0,0.0,0.0,1.0,1.0,0.0
1112,2009.0,1.0,34.0666024726087,337.0,1186.0,0.0,0.0,1.0,1.0,0.0
1113,2009.0,1.0,34.0666024726087,338.0,1186.0,0.0,0.0,1.0,1.0,0.0
1114,2009.0,1.0,34.0666024726087,339.0,1186.0,0.0,0.0,1.0,1.0,0.0
1115,2009.0,1.0,34.0666024726087,340.0,1186.0,0.0,0.0,1.0,1.0,0.0
1116,2009.0,1.0,34.0666024726087,341.0,1186.0,0.0,0.0,1.0,1.0,0.0
1117,2009.0,1.0,34.0666024726087,342.0,1186.0,0.0,0.0,1.0,1.0,0.0
1118,2009.0,1.0,34.0666024726087,343.0,1186.0,0.0,0.0,1.0,1.0,0.0
1119,2009.0,1.0,34.0666024726087,344.0,1186.0,0.0,0.0,1.0,1.0,0.0
1120,2009.0,1.0,34.0666024726087,345.0,1186.0,0.0,0.0,1.0,1.0,0.0
1121,2009.0,1.0,34.0666024726087,346.0,1186.0,0.0,0.0,1.0,1.0,0.0
1122,2009.0,1.0,34.0666024726087,347.0,1186.0,0.0,0.0,1.0,1.0,0.0
1123,2009.0,1.0,34.0666024726087,348.0,1186.0,0.0,0.0,1.0,1.0,0.0
1124,2009.0,1.0,34.0666024726087,349.0,1186.0,0.0,0.0,1.0,1.0,0.0
1125,2009.0,1.0,34.0666024726087,350.0,1186.0,0.0,0.0,1.0,1.0,0.0
1126,2009.0,1.0,34.0666024726087,351.0,1186.0,0.0,0.0,1.0,1.0,0.0
1127,2009.0,1.0,34.0666024726087,352.0,1186.0,0.0,0.0,1.0,1.0,0.0
1128,2009.0,1.0,34.0666024726087,353.0,1186.0,0.0,0.0,1.0,1.0,0.0
1129,2009.0,1.0,34.0666024726087,354.0,1186.0,0.0,0.0,1.0,1.0,0.0
1130,2009.0,1.0,34.0666024726087,355.0,1186.0,0.0,0.0,1.0,1.0,0.0
1131,2009.0,1.0,34.0666024726087,356.0,1186.0,0.0,0.0,1.0,1.0,0.0
1132,2009.0,1.0,34.0666024726087,357.0,1186.0,0.0,0.0,1.0,1.0,0.0
1133,2009.0,1.0,34.0666024726087,358.0,1186.0,0.0,0.0,1.0,1.0,0.0
1134,2009.0,1.0,34.0666024726087,359.0,1186.0,0.0,0.0,1.0,1.0,0.0
1135,2009.0,1.0,34.0666024726087,360.0,1186.0,0.0,0.0,1.0,1.0,0.0
1136,2009.0,1.0,34.0666024726087,361.0,1186.0,0.0,0.0,1.0,1.0,0.0
1137,2009.0,1.0,34.0666024726087,362.0,1186.0,0.0,0.0,1.0,1.0,0.0
1138,2009.0,1.0,34.0666024726087,363.0,1186.0,0.0,0.0,1.0,1.0,0.0
1139,2009.0,1.0,34.0666024726087,364.0,1186.0,0.0,0.0,1.0,1.0,0.0
1140,2009.0,1.0,34.0666024726087,365.0,1186.0,0.0,0.0,1.0,1.0,0.0
1141,2009.0,1.0,34.0666024726087,366.0,1186.0,0.0,0.0,1.0,1.0,0.0
1142,2009.0,1.0,34.0666024726087,367.0,1186.0,0.0,0.0,1.0,1.0,0.0
1143,2009.0,1.0,34.0666024726087,368.0,1186.0,0.0,0.0,1.0,1.0,0.0
1144,2009.0,1.0,34.0666024726087,369.0,1186.0,0.0,0.0,1.0,1.0,0.0
1145,2009.0,1.0,34.0666024726087,370.0,1186.0,0.0,0.0,1.0,1.0,0.0
1146,2009.0,1.0,34.0666024726087,371.0,1186.0,0.0,0.0,1.0,1.0,0.0
1147,2009.0,1.0,34.0666024726087,372.0,1186.0,0.0,0.0,1.0,1.0,0.0
1148,2009.0,1.0,34.0666024726087,373.0,1186.0,0.0,0.0,1.0,1.0,0.0
1149,2009.0,1.0,34.0666024726087,374.0,1186.0,0.0,0.0,1.0,1.0,0.0
1150,2009.0,1.0,34.0666024726087,375.0,1186.0,0.0,0.0,1.0,1.0,0.0
1151,2009.0,1.0,34.0666024726087,376.0,1186.0,0.0,0.0,1.0,1.0,0.0
1152,2009.0,1.0,34.0666024726087,377.0,1186.0,0.0,0.0,1.0,1.0,0.0
1153,2009.0,1.0,34.0666024726087,378.0,1186.0,0.0,0.0,1.0,1.0,0.0
1154,2009.0,1.0,34.0666024726087,379.0,1186.0,0.0,0.0,1.0,1.0,0.0
1155,2009.0,1.0,34.0666024726087,380.0,1186.0,0.0,0.0,1.0,1.0,0.0
1156,2009.0,1.0,34.0666024726087,381.0,1186.0,0.0,0.0,1.0,1.0,0.0
1157,2009.0,1.0,34.0666024726087,382.0,1186.0,0.0,0.0,1.0,1.0,0.0
1158,2009.0,1.0,34.0666024726087,383.0,1186.0,0.0,0.0,1.0,1.0,0.0
1159,2009.0,1.0,34.0666024726087,384.0,1186.0,0.0,0.0,1.0,1.0,0.0
1160,2009.0,1.0,34.0666024726087,385.0,1186.0,0.0,0.0,1.0,1.0,0.0
1161,2009.0,1.0,34.0666024726087,386.0,1186.0,0.0,0.0,1.0,1.0,0.0
1162,2009.0,1.0,34.0666024726087,387.0,1186.0,0.0,0.0,1.0,1.0,0.0
1163,2009.0,1.0,34.0666024726087,388.0,1186.0,0.0,0.0,1.0,1.0,0.0
1164,2009.0,1.0,34.0666024726087,389.0,1186.0,0.0,0.0,1.0,1.0,0.0
1165,2009.0,1.0,34.0666024726087,390.0,1186.0,0.0,0.0,1.0,1.0,0.0
1166,2009.0,1.0,34.0666024726087,391.0,1186.0,0.0,0.0,1.0,1.0,0.0
1167,2009.0,1.0,34.0666024726087,392.0,1186.0,0.0,0.0,1.0,1.0,0.0
1168,2009.0,1.0,34.0666024726087,393.0,1186.0,0.0,0.0,1.0,1.0,0.0
1169,2009.0,1.0,34.0666024726087,394.0,1186.0,0.0,0.0,1.0,1.0,0.0
1170,2009.0,1.0,34.0666024726087,395.0,1186.0,0.0,0.0,1.0,1.0,0.0
1171,2009.0,1.0,34.0666024726087,396.0,1186.0,0.0,0.0,1.0,1.0,0.0
1172,2009.0,1.0,34.0666024726087,397.0,1186.0,0.0,0.0,1.0,1.0,0.0
1173,2009.0,1.0,34.0666024726087,398.0,1186.0,0.0,0.0,1.0,1.0,0.0
1174,2009.0,1.0,34.0666024726087,399.0,1186.0,0.0,0.0,1.0,1.0,0.0
1175,2009.0,1.0,34.0666024726087,400.0,1186.0,0.0,0.0,1.0,1.0,0.0
1176,2009.0,1.0,34.0666024726087,401.0,1186.0,0.0,0.0,1.0,1.0,0.0
1177,2009.0,1.0,34.0666024726087,402.0,1186.0,0.0,0.0,1.0,1.0,0.0
1178,2009.0,1.0,34.0666024726087,403.0,1186.0,0.0,0.0,1.0,1.0,0.0
1179,2009.0,1.0,34.0666024726087,404.0,1186.0,0.0,0.0,1.0,1.0,0.0
1180,2009.0,1.0,34.0666024726087,405.0,1186.0,0.0,0.0,1.0,1.0,0.0
1181,2009.0,1.0,34.0666024726087,406.0,1186.0,0.0,0.0,1.0,1.0,0.0
1182,2009.0,1.0,34.0666024726087,407.0,1186.0,0.0,0.0,1.0,1.0,0.0
1183,2009.0,1.0,34.0666024726087,408.0,1186.0,0.0,0.0,1.0,1.0,0.0
1184,2009.0,1.0,34.0666024726087,409.0,1186.0,0.0,0.0,1.0,1.0,0.0
1185,2009.0,1.0,34.0666024726087,410.0,1186.0,0.0,0.0,1.0,1.0,0.0
1186,2009.0,1.0,34.0666024726087,411.0,1186.0,0.0,0.0,1.0,1.0,0.0
1187,2009.0,1.0,34.0666024726087,412.0,1186.0,0.0,0.0,1.0,1.0,0.0
1188,2009.0,1.0,34.0666024726087,413.0,1186.0,0.0,0.0,1.0,1.0,0.0
1189,2009.0,1.0,34.0666024726087,414.0,1186.0,0.0,0.0,1.0,1.0,0.0
1190,2009.0,1.0,34.0666024726087,415.0,1186.0,0.0,0.0,1.0,1.0,0.0
1191,2009.0,1.0,34.0666024726087,416.0,1186.0,0.0,0.0,1.0,1.0,0.0
1192,2009.0,1.0,34.0666024726087,417.0,1186.0,0.0,0.0,1.0,1.0,0.0
1193,2009.0,1.0,34.0666024726087,418.0,1186.0,0.0,0.0,1.0,1.0,0.0
1194,2009.0,1.0,34.0666024726087,419.0,1186.0,0.0,0.0,1.0,1.0,0.0
1195,2009.0,1.0,34.0666024726087,420.0,1186.0,0.0,0.0,1.0,1.0,0.0
1196,2009.0,1.0,34.0666024726087,421.0,1186.0,0.0,0.0,1.0,1.0,0.0
1197,2009.0,1.0,34.0666024726087,422.0,1186.0,0.0,0.0,1.0,1.0,0.0
1198,2009.0,1.0,34.0666024726087,423.0,1186.0,0.0,0.0,1.0,1.0,0.0
1199,2009.0,1.0,34.0666024726087,424.0,1186.0,0.0,0.0,1.0,1.0,0.0
1200,2009.0,1.0,34.0666024726087,425.0,1186.0,0.0,0.0,1.0,1.0,0.0
1201,2009.0,1.0,34.0666024726087,426.0,1186.0,0.0,0.0,1.0,1.0,0.0
1202,2009.0,1.0,34.0666024726087,427.0,1186.0,0.0,0.0,1.0,1.0,0.0
1203,2009.0,1.0,34.0666024726087,428.0,1186.0,0.0,0.0,1.0,1.0,0.0
1204,2009.0,1.0,34.0666024726087,429.0,1186.0,0.0,0.0,1.0,1.0,0.0
1205,2009.0,1.0,34.0666024726087,430.0,1186.0,0.0,0.0,1.0,1.0,0.0
1206,2009.0,1.0,34.0666024726087,431.0,1186.0,0.0,0.0,1.0,1.0,0.0
1207,2009.0,1.0,34.0666024726087,432.0,1186.0,0.0,0.0,1.0,1.0,0.0
1208,2009.0,1.0,34.0666024726087,433.0,1186.0,0.0,0.0,1.0,1.0,0.0
1209,2009.0,1.0,34.0666024726087,434.0,1186.0,0.0,0.0,1.0,1.0,0.0
1210,2009.0,1.0,34.0666024726087,435.0,1186.0,0.0,0.0,1.0,1.0,0.0
1211,2009.0,1.0,34.0666024726087,436.0,1186.0,0.0,0.0,1.0,1.0,0.0
1212,2009.0,1.0,34.0666024726087,437.0,1186.0,0.0,0.0,1.0,1.0,0.0
1213,2009.0,1.0,34.0666024726087,438.0,1186.0,0.0,0.0,1.0,1.0,0.0
1214,2009.0,1.0,34.0666024726087,439.0,1186.0,0.0,0.0,1.0,1.0,0.0
1215,2009.0,1.0,34.0666024726087,440.0,1186.0,0.0,0.0,1.0,1.0,0.0
1216,2009.0,1.0,34.0666024726087,441.0,1186.0,0.0,0.0,1.0,1.0,0.0
